+-------+-----+-----+-----+-----+-----+--------+-----------------------------------------------+--------+--------+---------+--------+--------+--------+--------+--------+-----------+-----------+------------+-----------+
| COUNT | 1XX | 2XX | 3XX | 4XX | 5XX | METHOD |                      URI                      |  MIN   |  MAX   |   SUM   |  AVG   |  P90   |  P95   |  P99   | STDDEV | MIN(BODY) | MAX(BODY) | SUM(BODY)  | AVG(BODY) |
+-------+-----+-----+-----+-----+-----+--------+-----------------------------------------------+--------+--------+---------+--------+--------+--------+--------+--------+-----------+-----------+------------+-----------+
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa52915                   | 14.131 | 14.131 | 14.131  | 14.131 | 14.131 | 14.131 | 14.131 | 0.000  | 481.000   | 481.000   | 481.000    | 481.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/272fc6c98                  | 1.304  | 1.304  | 1.304   | 1.304  | 1.304  | 1.304  | 1.304  | 0.000  | 1819.000  | 1819.000  | 1819.000   | 1819.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /index.html                                   | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 479.000   | 479.000   | 479.000    | 479.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /js/app.3a4ec98c.js                           | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 33296.000 | 33296.000 | 33296.000  | 33296.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /css/app.83b4c321.css                         | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 4868.000  | 4868.000  | 4868.000   | 4868.000  |
| 1     | 0   | 0   | 0   | 1   | 0   | GET    | /api/player/player/9fa528c1                   | 3.616  | 3.616  | 3.616   | 3.616  | 3.616  | 3.616  | 3.616  | 0.000  | 0.000     | 0.000     | 0.000      | 0.000     |
| 1     | 0   | 0   | 0   | 1   | 0   | GET    | /api/player/player/9fa527d2                   | 3.460  | 3.460  | 3.460   | 3.460  | 3.460  | 3.460  | 3.460  | 0.000  | 0.000     | 0.000     | 0.000      | 0.000     |
| 1     | 0   | 0   | 0   | 1   | 0   | GET    | /api/player/player/9fa52a26                   | 3.260  | 3.260  | 3.260   | 3.260  | 3.260  | 3.260  | 3.260  | 0.000  | 0.000     | 0.000     | 0.000      | 0.000     |
| 1     | 0   | 0   | 0   | 1   | 0   | POST   | /api/organizer/competition/9fa53755/score     | 4.683  | 4.683  | 4.683   | 4.683  | 4.683  | 4.683  | 4.683  | 0.000  | 0.000     | 0.000     | 0.000      | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/player/9fa5251c/disqualified   | 0.080  | 0.080  | 0.080   | 0.080  | 0.080  | 0.080  | 0.080  | 0.000  | 157.000   | 157.000   | 157.000    | 157.000   |
| 1     | 0   | 0   | 0   | 1   | 0   | POST   | /api/organizer/player/0000000000/disqualified | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  | 0.004  | 0.004  | 0.000  | 39.000    | 39.000    | 39.000     | 39.000    |
| 1     | 0   | 0   | 0   | 1   | 0   | POST   | /api/organizer/competition/0000000000/score   | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 39.000    | 39.000    | 39.000     | 39.000    |
| 1     | 0   | 0   | 0   | 1   | 0   | GET    | /api/player/player/9fa52973                   | 3.128  | 3.128  | 3.128   | 3.128  | 3.128  | 3.128  | 3.128  | 0.000  | 0.000     | 0.000     | 0.000      | 0.000     |
| 1     | 0   | 0   | 0   | 1   | 0   | GET    | /api/player/player/0000000000                 | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 39.000    | 39.000    | 39.000     | 39.000    |
| 1     | 0   | 0   | 0   | 1   | 0   | GET    | /api/player/competition/0000000000/ranking    | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  | 0.004  | 0.004  | 0.000  | 39.000    | 39.000    | 39.000     | 39.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/player/9fa5252b/disqualified   | 0.052  | 0.052  | 0.052   | 0.052  | 0.052  | 0.052  | 0.052  | 0.000  | 157.000   | 157.000   | 157.000    | 157.000   |
| 1     | 0   | 0   | 0   | 1   | 0   | GET    | /api/player/competition/9fa52536/ranking      | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 39.000    | 39.000    | 39.000     | 39.000    |
| 1     | 0   | 0   | 0   | 1   | 0   | POST   | /api/organizer/competition/0000000000/finish  | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  | 0.004  | 0.004  | 0.000  | 39.000    | 39.000    | 39.000     | 39.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa52536/finish    | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  | 0.004  | 0.004  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 1     | 0   | 0   | 0   | 1   | 0   | GET    | /api/player/player/9fa52acd                   | 2.920  | 2.920  | 2.920   | 2.920  | 2.920  | 2.920  | 2.920  | 0.000  | 0.000     | 0.000     | 0.000      | 0.000     |
| 1     | 0   | 0   | 0   | 1   | 0   | POST   | /api/organizer/competition/9fa53805/score     | 2.804  | 2.804  | 2.804   | 2.804  | 2.804  | 2.804  | 2.804  | 0.000  | 0.000     | 0.000     | 0.000      | 0.000     |
| 1     | 0   | 0   | 0   | 1   | 0   | GET    | /api/player/player/30c65f3c7                  | 1.644  | 1.644  | 1.644   | 1.644  | 1.644  | 1.644  | 1.644  | 0.000  | 0.000     | 0.000     | 0.000      | 0.000     |
